id	name	descr	gene	fs_len	child_fs_len	org_name	kingdom	phylum	genus
43793	BN1188_RS05035	ATP-binding protein	NA	NA	NA	Pseudomonas massiliensis	Bacteria	Proteobacteria	Pseudomonas
43271	LT40_RS16670	ATP-dependent protease	NA	NA	NA	Pseudomonas rhizosphaerae	Bacteria	Proteobacteria	Pseudomonas
34070	PSF113_RS59495	ATP-dependent protease	NA	NA	NA	Pseudomonas fluorescens F113	Bacteria	Proteobacteria	Pseudomonas
38616	PFLCHA0_RS29825	ATP-dependent protease	NA	NA	NA	Pseudomonas protegens CHA0	Bacteria	Proteobacteria	Pseudomonas
43556	AW38_RS21260	ATP-binding protein	NA	NA	NA	Pseudomonas putida	Bacteria	Proteobacteria	Pseudomonas
46878	APT63_RS00535	ATP-binding protein	NA	NA	NA	Pseudomonas monteilii	Bacteria	Proteobacteria	Pseudomonas
43142	LT42_RS19580	ATP-dependent protease	NA	NA	NA	Pseudomonas lutea	Bacteria	Proteobacteria	Pseudomonas
38664	PCA10_RS27420	ATP-dependent protease	NA	NA	NA	Pseudomonas resinovorans NBRC 106553	Bacteria	Proteobacteria	Pseudomonas
33824	THISIDRAFT_RS05770	ATP-dependent protease	NA	NA	NA	Thiorhodospira sibirica ATCC 700588	Bacteria	Proteobacteria	Thiorhodospira
55316	BM214_RS10470	ATP-dependent protease	NA	NA	NA	Ectothiorhodospira mobilis	Bacteria	Proteobacteria	Ectothiorhodospira
54454	BMX62_RS03445	ATP-dependent protease	NA	NA	NA	Ectothiorhodospira magna	Bacteria	Proteobacteria	Ectothiorhodospira
54149	BMY52_RS13260	ATP-dependent protease	NA	NA	NA	Ectothiorhodospira marina	Bacteria	Proteobacteria	Ectothiorhodospira
41140	ECTHA_RS0115390	ATP-dependent protease	NA	NA	NA	Ectothiorhodospira haloalkaliphila ATCC 51935	Bacteria	Proteobacteria	Ectothiorhodospira
40945	Q387_RS0105680	ATP-dependent protease	NA	NA	NA	Zymobacter palmae DSM 10491	Bacteria	Proteobacteria	Zymobacter
54566	BMX75_RS01860	ATP-dependent protease	NA	NA	NA	Halomonas subterranea	Bacteria	Proteobacteria	Halomonas
34050	KUC_RS06515	ATP-dependent protease	NA	NA	NA	Halomonas boliviensis LC1	Bacteria	Proteobacteria	Halomonas
56173	BUE38_RS18445	ATP-dependent protease	NA	NA	NA	Halomonas cupida	Bacteria	Proteobacteria	Halomonas
38045	F568_RS0112975	ATP-dependent protease	NA	NA	NA	Halomonas lutea DSM 23508	Bacteria	Proteobacteria	Halomonas
53148	BLT16_RS15925	ATP-dependent protease	NA	NA	NA	Halomonas pantelleriensis	Bacteria	Proteobacteria	Halomonas
34627	UYS_RS0212705	ATP-dependent protease	NA	NA	NA	Halomonas smyrnensis AAD6	Bacteria	Proteobacteria	Halomonas
51560	BZY95_RS06535	ATP-dependent protease	NA	NA	NA	Halomonas desiderata SP1	Bacteria	Proteobacteria	Halomonas
43130	JH15_RS12885	ATP-dependent protease	NA	NA	NA	Halomonas xinjiangensis	Bacteria	Proteobacteria	Halomonas
53651	BLW01_RS07705	ATP-dependent protease	NA	NA	NA	Aidingimonas halophila	Bacteria	Proteobacteria	Aidingimonas
40963	Q354_RS0117605	ATP-dependent protease	NA	NA	NA	Marinobacterium jannaschii DSM 6295	Bacteria	Proteobacteria	Marinobacterium
47718	A3774_RS15565	ATP-binding protein	NA	NA	NA	Neptuniibacter marinus	Bacteria	Proteobacteria	Neptuniibacter
38007	F451_RS0100900	ATP-dependent protease	NA	NA	NA	Marinobacterium rhizophilum DSM 18822	Bacteria	Proteobacteria	Marinobacterium
38909	G517_RS0102135	ATP-dependent protease	NA	NA	NA	Oceanospirillum maris DSM 6286	Bacteria	Proteobacteria	Oceanospirillum
38875	H579_RS0105960	ATP-dependent protease	NA	NA	NA	Oceanospirillum beijerinckii DSM 7166	Bacteria	Proteobacteria	Oceanospirillum
39658	M622_RS21790	ATP-dependent protease	NA	NA	NA	Thauera terpenica 58Eu	Bacteria	Proteobacteria	Thauera
55272	BM252_RS22130	ATP-dependent protease	NA	NA	NA	Rugamonas rubra	Bacteria	Proteobacteria	Rugamonas
38431	F460_RS0124870	ATP-dependent protease	NA	NA	NA	Duganella zoogloeoides ATCC 25935	Bacteria	Proteobacteria	Duganella
45235	AKL27_RS17430	ATP-binding protein	NA	NA	NA	Herbaspirillum autotrophicum	Bacteria	Proteobacteria	Herbaspirillum
45406	F506_RS21810	ATP-binding protein	NA	NA	NA	Herbaspirillum hiltneri N3	Bacteria	Proteobacteria	Herbaspirillum
45251	AKL25_RS14405	ATP-binding protein	NA	NA	NA	Herbaspirillum rhizosphaerae	Bacteria	Proteobacteria	Herbaspirillum
53087	BLT03_RS14970	ATP-binding protein	NA	NA	NA	Acidovorax valerianellae	Bacteria	Proteobacteria	Acidovorax
47569	HPA01S_RS09745	ATP-binding protein	NA	NA	NA	Hydrogenophaga palleronii NBRC 102513	Bacteria	Proteobacteria	Hydrogenophaga
46936	TT78_RS07720	ATP-binding protein	NA	NA	NA	Comamonas terrae	Bacteria	Proteobacteria	Comamonas
29501	DACI_RS01420	ATP-dependent protease	NA	NA	NA	Delftia acidovorans SPH-1	Bacteria	Proteobacteria	Delftia
38930	G520_RS0119890	ATP-dependent protease	NA	NA	NA	Paludibacterium yongneupense DSM 18731	Bacteria	Proteobacteria	Paludibacterium
56938	B9N72_RS19765	ATP-dependent protease	NA	NA	NA	Pseudogulbenkiania subflava DSM 22618	Bacteria	Proteobacteria	Pseudogulbenkiania
45582	WG78_RS13730	ATP-binding protein	NA	NA	NA	Amantichitinum ursilacus	Bacteria	Proteobacteria	Amantichitinum
36381	THIMO_RS00480	ATP-dependent protease	NA	NA	NA	Thioflavicoccus mobilis 8321	Bacteria	Proteobacteria	Thioflavicoccus
33662	MARPU_RS00485	ATP-dependent protease	NA	NA	NA	Marichromatium purpuratum 984	Bacteria	Proteobacteria	Marichromatium
53767	BLW10_RS05845	ATP-dependent protease	NA	NA	NA	Allochromatium warmingii	Bacteria	Proteobacteria	Allochromatium
31842	ALVIN_RS11580	ATP-dependent protease	NA	NA	NA	Allochromatium vinosum DSM 180	Bacteria	Proteobacteria	Allochromatium
33626	THIMADRAFT_RS15885	ATP-dependent protease	NA	NA	NA	Thiocapsa marina 5811	Bacteria	Proteobacteria	Thiocapsa
38105	A39O_RS0120195	ATP-dependent protease	NA	NA	NA	Lamprocystis purpurea DSM 4197	Bacteria	Proteobacteria	Lamprocystis
33861	THIVI_RS16805	ATP-dependent protease	NA	NA	NA	Thiocystis violascens DSM 198	Bacteria	Proteobacteria	Thiocystis
40722	D779_RS00235	ATP-dependent protease	NA	NA	NA	Imhoffiella purpurea	Bacteria	Proteobacteria	Imhoffiella
33700	THIDRDRAFT_RS00880	ATP-dependent protease	NA	NA	NA	Thiorhodococcus drewsii AZ1	Bacteria	Proteobacteria	Thiorhodococcus
55339	BM091_RS08195	ATP-binding protein	NA	NA	NA	Thermodesulforhabdus norvegica	Bacteria	Proteobacteria	Thermodesulforhabdus
30440	SFUM_RS13680	ATP-dependent protease	NA	NA	NA	Syntrophobacter fumaroxidans MPOB	Bacteria	Proteobacteria	Syntrophobacter
55743	BUB04_RS05445	ATP-binding protein	NA	NA	NA	Desulfacinum infernum DSM 9756	Bacteria	Proteobacteria	Desulfacinum
56787	B9A12_RS08980	ATP-binding protein	NA	NA	NA	Desulfacinum hydrothermale DSM 13146	Bacteria	Proteobacteria	Desulfacinum
39541	G491_RS0128430	ATP-binding protein	NA	NA	NA	Desulfatibacillum aliphaticivorans DSM 15576	Bacteria	Proteobacteria	Desulfatibacillum
43855	GSUB_RS00340	ATP-binding protein	NA	NA	NA	Geoalkalibacter subterraneus	Bacteria	Proteobacteria	Geoalkalibacter
43773	GFER_RS03570	ATP-binding protein	NA	NA	NA	Geoalkalibacter ferrihydriticus DSM 17813	Bacteria	Proteobacteria	Geoalkalibacter
54643	BQ4888_RS06110	ATP-binding protein	NA	NA	NA	Desulfuromonas acetexigens	Bacteria	Proteobacteria	Desulfuromonas
41031	Q362_RS0109915	ATP-binding protein	NA	NA	NA	Desulfobulbus elongatus DSM 2908	Bacteria	Proteobacteria	Desulfobulbus
32865	DESPR_RS06800	ATP-dependent protease	NA	NA	NA	Desulfobulbus propionicus DSM 2032	Bacteria	Proteobacteria	Desulfobulbus
39578	G493_RS0102295	ATP-binding protein	NA	NA	NA	Desulfobulbus japonicus DSM 18378	Bacteria	Proteobacteria	Desulfobulbus
55939	BUC26_RS05245	ATP-binding protein	NA	NA	NA	Desulfofustis glycolicus DSM 9705	Bacteria	Proteobacteria	Desulfofustis
35243	TOL2_RS03315	ATP-dependent protease	NA	NA	NA	Desulfobacula toluolica Tol2	Bacteria	Proteobacteria	Desulfobacula
56825	B9A32_RS04270	ATP-binding protein	NA	NA	NA	Desulfobacterium vacuolatum DSM 3385	Bacteria	Proteobacteria	Desulfobacterium
40142	SYNAR_RS0104075	ATP-binding protein	NA	NA	NA	Syntrophorhabdus aromaticivorans UI	Bacteria	Proteobacteria	Syntrophorhabdus
45167	AAU61_RS09390	ATP-binding protein	NA	NA	NA	Desulfocarbo indianensis	Bacteria	Proteobacteria	Desulfocarbo
43994	X474_RS03330	ATP-binding protein	NA	NA	NA	Dethiosulfatarculus sandiegensis	Bacteria	Proteobacteria	Dethiosulfatarculus
40507	DEFCA_RS0108465	ATP-binding protein	NA	NA	NA	Deferrisoma camini S3R1	Bacteria	Proteobacteria	Deferrisoma
57193	CHB73_RS12500	ATP-binding protein	NA	NA	NA	Desulfovibrio mexicanus	Bacteria	Proteobacteria	Desulfovibrio
45847	JCM12178_RS16480	ATP-binding protein	NA	NA	NA	Desulfovibrio brasiliensis JCM 12178	Bacteria	Proteobacteria	Desulfovibrio
41496	T370_RS0115495	ATP-binding protein	NA	NA	NA	Bilophila wadsworthia ATCC 49260	Bacteria	Proteobacteria	Bilophila
54995	BM064_RS09770	ATP-binding protein	NA	NA	NA	Albimonas pacifica	Bacteria	Proteobacteria	Albimonas
56536	BW949_RS06705	ATP-binding protein	NA	NA	NA	Rhodobacter vinaykumarii	Bacteria	Proteobacteria	Rhodobacter
40809	ROSELON_RS01850	ATP-binding protein	NA	NA	NA	Roseibacterium elongatum DSM 19469	Bacteria	Proteobacteria	Roseibacterium
56672	PSJ8397_RS13395	ATP-binding protein	NA	NA	NA	Pseudooctadecabacter jejudonensis	Bacteria	Proteobacteria	Pseudooctadecabacter
55706	BUA54_RS10365	ATP-binding protein	NA	NA	NA	Loktanella atrilutea	Bacteria	Proteobacteria	Loktanella
51786	LOKVESSMR4R_RS13730	ATP-binding protein	NA	NA	NA	Loktanella vestfoldensis	Bacteria	Proteobacteria	Loktanella
52025	ATO3_RS11465	ATP-binding protein	NA	NA	NA	Marinibacterium profundimaris	Bacteria	Proteobacteria	Marinibacterium
30706	RSPH17025_RS15605	ATP-binding protein	NA	NA	NA	Rhodobacter sphaeroides ATCC 17025	Bacteria	Proteobacteria	Rhodobacter
30081	RSP_1816	Mg chelatase-related protein	NA	NA	NA	Rhodobacter sphaeroides 2.4.1	Bacteria	Proteobacteria	Rhodobacter
40427	RISW2_RS00805	ATP-binding protein	NA	NA	NA	Roseivivax isoporae LMG 25204	Bacteria	Proteobacteria	Roseivivax
40286	ATO8_RS14705	ATP-binding protein	NA	NA	NA	Roseivivax atlanticus	Bacteria	Proteobacteria	Roseivivax
56640	ROJ8625_RS02280	ATP-binding protein	NA	NA	NA	Roseivivax jejudonensis	Bacteria	Proteobacteria	Roseivivax
52951	BLQ71_RS20705	ATP-binding protein	NA	NA	NA	Mameliella alba	Bacteria	Proteobacteria	Mameliella
41072	Z946_RS0110460	ATP-binding protein	NA	NA	NA	Sulfitobacter noctilucicola	Bacteria	Proteobacteria	Sulfitobacter
30308	RD1_RS05500	ATP-binding protein	NA	NA	NA	Roseobacter denitrificans OCh 114	Bacteria	Proteobacteria	Roseobacter
32340	RLO149_RS17435	ATP-binding protein	NA	NA	NA	Roseobacter litoralis Och 149	Bacteria	Proteobacteria	Roseobacter
41101	Z949_RS0119225	ATP-binding protein	NA	NA	NA	Sulfitobacter guttiformis KCTC 32187	Bacteria	Proteobacteria	Sulfitobacter
46354	XM53_RS10645	ATP-binding protein	NA	NA	NA	Roseovarius atlanticus	Bacteria	Proteobacteria	Roseovarius
46387	XM52_RS03370	ATP-binding protein	NA	NA	NA	Roseovarius indicus	Bacteria	Proteobacteria	Roseovarius
56471	BW975_RS02995	ATP-binding protein	NA	NA	NA	Roseovarius nanhaiticus	Bacteria	Proteobacteria	Roseovarius
45346	TR61_RS06420	ATP-binding protein	NA	NA	NA	Aestuariivita boseongensis	Bacteria	Proteobacteria	Aestuariivita
30890	DSHI_RS14355	ATP-binding protein	NA	NA	NA	Dinoroseobacter shibae DFL 12 = DSM 16493	Bacteria	Proteobacteria	Dinoroseobacter
43964	jaqu_RS18215	ATP-binding protein	NA	NA	NA	Jannaschia aquimarina	Bacteria	Proteobacteria	Jannaschia
55062	BM002_RS12625	ATP-binding protein	NA	NA	NA	Jannaschia pohangensis	Bacteria	Proteobacteria	Jannaschia
46029	JDO7802_RS00615	ATP-binding protein	NA	NA	NA	Jannaschia donghaensis	Bacteria	Proteobacteria	Jannaschia
53857	BLV27_RS14055	ATP-binding protein	NA	NA	NA	Jannaschia faecimaris	Bacteria	Proteobacteria	Jannaschia
53693	BLV13_RS03105	ATP-binding protein	NA	NA	NA	Roseicitreum antarcticum	Bacteria	Proteobacteria	Roseicitreum
44998	NIG5292_RS09385	ATP-binding protein	NA	NA	NA	Nereida ignava	Bacteria	Proteobacteria	Nereida
55255	BM316_RS01340	ATP-binding protein	NA	NA	NA	Loktanella litorea	Bacteria	Proteobacteria	Loktanella
55505	BM162_RS16325	ATP-binding protein	NA	NA	NA	Tranquillimonas alkanivorans	Bacteria	Proteobacteria	Tranquillimonas
56443	B0B09_RS09850	ATP-binding protein	NA	NA	NA	Loktanella rosea	Bacteria	Proteobacteria	Loktanella
54061	BMY44_RS09820	ATP-binding protein	NA	NA	NA	Loktanella koreensis	Bacteria	Proteobacteria	Loktanella
55858	BUA85_RS07045	ATP-binding protein	NA	NA	NA	Loktanella sediminum	Bacteria	Proteobacteria	Loktanella
56705	ROA7023_RS07305	ATP-binding protein	NA	NA	NA	Roseisalinus antarcticus	Bacteria	Proteobacteria	Roseisalinus
54209	BMX16_RS07885	ATP-binding protein	NA	NA	NA	Loktanella fryxellensis	Bacteria	Proteobacteria	Loktanella
45304	ATO11_RS06200	ATP-binding protein	NA	NA	NA	Aestuariivita atlantica	Bacteria	Proteobacteria	Aestuariivita
51432	MGEO_RS03860	ATP-binding protein	NA	NA	NA	Marivita geojedonensis	Bacteria	Proteobacteria	Marivita
55881	BUA42_RS00835	ATP-binding protein	NA	NA	NA	Marivita hallyeonensis	Bacteria	Proteobacteria	Marivita
51408	MCRY_RS05315	ATP-binding protein	NA	NA	NA	Marivita cryptomonadis	Bacteria	Proteobacteria	Marivita
54113	BSG08_RS16275	ATP-binding protein	NA	NA	NA	Roseovarius azorensis	Bacteria	Proteobacteria	Roseovarius
50489	ROSMUCSMR3_RS06350	ATP-binding protein	NA	NA	NA	Roseovarius mucosus	Bacteria	Proteobacteria	Roseovarius
50044	BV509_RS16290	ATP-binding protein	NA	NA	NA	Rhodovulum sulfidophilum	Bacteria	Proteobacteria	Rhodovulum
48294	A6W98_RS18515	ATP-binding protein	NA	NA	NA	Rhodovulum sulfidophilum DSM 1374	Bacteria	Proteobacteria	Rhodovulum
31467	RCAP_RS02340	ATP-binding protein	NA	NA	NA	Rhodobacter capsulatus SB 1003	Bacteria	Proteobacteria	Rhodobacter
56499	BW967_RS11430	ATP-binding protein	NA	NA	NA	Rhodobacter aestuarii	Bacteria	Proteobacteria	Rhodobacter
54242	BMX96_RS14110	ATP-binding protein	NA	NA	NA	Maribius pelagius	Bacteria	Proteobacteria	Maribius
46799	AWT76_RS05055	ATP-binding protein	NA	NA	NA	Roseibaca calidilacus	Bacteria	Proteobacteria	Roseibaca
49399	BG455_RS12435	ATP-binding protein	NA	NA	NA	Roseinatronobacter thiooxidans	Bacteria	Proteobacteria	Roseinatronobacter
49372	BG454_RS11655	ATP-binding protein	NA	NA	NA	Rhodobaca barguzinensis	Bacteria	Proteobacteria	Rhodobaca
39088	G578_RS0122460	ATP-binding protein	NA	NA	NA	Thalassobaculum salexigens DSM 19539	Bacteria	Proteobacteria	Thalassobaculum
43662	NJ75_RS08950	ATP-binding protein	NA	NA	NA	Novosphingobium subterraneum	Bacteria	Proteobacteria	Novosphingobium
47343	AX679_RS18155	ATP-binding protein	NA	NA	NA	Porphyrobacter donghaensis	Bacteria	Proteobacteria	Porphyrobacter
51651	BZF61_RS04830	ATP-binding protein	NA	NA	NA	Porphyrobacter tepidarius	Bacteria	Proteobacteria	Porphyrobacter
38948	G524_RS0109780	ATP-binding protein	NA	NA	NA	Porphyrobacter cryptus DSM 12079	Bacteria	Proteobacteria	Porphyrobacter
51915	BLEFHOIH_RS13140	ATP-binding protein	NA	NA	NA	Rhodomicrobium sp. R_RK_3	Bacteria	Proteobacteria	Rhodomicrobium
45984	BVIR_RS14355	ATP-binding protein	NA	NA	NA	Blastochloris viridis	Bacteria	Proteobacteria	Blastochloris
40065	V510_RS0115110	ATP-binding protein	NA	NA	NA	Rhodopseudomonas palustris JSC-3b	Bacteria	Proteobacteria	Rhodopseudomonas
37510	S58_RS01165	ATP-binding protein	NA	NA	NA	Bradyrhizobium oligotrophicum S58	Bacteria	Proteobacteria	Bradyrhizobium
30273	RPC_RS01600	ATP-binding protein	NA	NA	NA	Rhodopseudomonas palustris BisB18	Bacteria	Proteobacteria	Rhodopseudomonas
39399	G407_RS0108145	ATP-binding protein	NA	NA	NA	Salinarimonas rosea DSM 21201	Bacteria	Proteobacteria	Salinarimonas
53206	BLQ49_RS07550	ATP-binding protein	NA	NA	NA	Methylobacterium phyllostachyos	Bacteria	Proteobacteria	Methylobacterium
54951	BM249_RS13260	ATP-binding protein	NA	NA	NA	Methylobacterium gossipiicola	Bacteria	Proteobacteria	Methylobacterium
