id	dir_name	name	genus	phylum	kingdom	tax2	num_L	num_M	num_S	num_M_fs	num_M_plus	num_M_minus
3122	Geoalkalibacter_subterraneus	Geoalkalibacter subterraneus	Geoalkalibacter	Proteobacteria	Bacteria	Deltaproteobacteria	0	1	0	1	0	1
3149	Cupriavidus_basilensis	Cupriavidus basilensis	Cupriavidus	Proteobacteria	Bacteria	Betaproteobacteria	3	2	1	1	0	1
3161	Jannaschia_aquimarina	Jannaschia aquimarina	Jannaschia	Proteobacteria	Bacteria	Alphaproteobacteria	1	2	1	1	0	1
3162	Dethiosulfatarculus_sandiegensis	Dethiosulfatarculus sandiegensis	Dethiosulfatarculus	Proteobacteria	Bacteria	Deltaproteobacteria	4	2	2	0	0	0
3170	Sphingomonas_hengshuiensis	Sphingomonas hengshuiensis	Sphingomonas	Proteobacteria	Bacteria	Alphaproteobacteria	2	2	1	1	0	1
3172	Comamonas_aquatica	Comamonas aquatica	Comamonas	Proteobacteria	Bacteria	Betaproteobacteria	1	1	0	1	0	1
3173	Rhodopseudomonas_palustris	Rhodopseudomonas palustris	Rhodopseudomonas	Proteobacteria	Bacteria	Alphaproteobacteria	2	3	1	1	0	1
3178	Gynuella_sunshinyii_YC6258	Gynuella sunshinyii YC6258	Gynuella	Proteobacteria	Bacteria	Gammaproteobacteria	1	1	0	0	0	0
3203	Moritella_viscosa	Moritella viscosa	Moritella	Proteobacteria	Bacteria	Gammaproteobacteria	1	1	0	1	0	1
3214	Burkholderia_ubonensis_MSMB22	Burkholderia ubonensis MSMB22	Burkholderia	Proteobacteria	Bacteria	Betaproteobacteria	1	1	0	1	0	1
3215	Burkholderia_gladioli	Burkholderia gladioli	Burkholderia	Proteobacteria	Bacteria	Betaproteobacteria	1	1	0	1	0	1
3258	Robbsia_andropogonis	Robbsia andropogonis	Robbsia	Proteobacteria	Bacteria	Betaproteobacteria	1	1	0	1	0	1
3279	Polynucleobacter_duraquae	Polynucleobacter duraquae	Polynucleobacter	Proteobacteria	Bacteria	Betaproteobacteria	1	2	0	1	0	1
3283	Cupriavidus_pauculus	Cupriavidus pauculus	Cupriavidus	Proteobacteria	Bacteria	Betaproteobacteria	1	1	0	1	0	1
3336	Erythrobacter_marinus	Erythrobacter marinus	Erythrobacter	Proteobacteria	Bacteria	Alphaproteobacteria	1	2	2	0	0	0
3364	Herbaspirillum_seropedicae	Herbaspirillum seropedicae	Herbaspirillum	Proteobacteria	Bacteria	Betaproteobacteria	1	1	0	0	0	0
3388	Nereida_ignava	Nereida ignava	Nereida	Proteobacteria	Bacteria	Alphaproteobacteria	2	2	1	1	0	1
3414	Desulfocarbo_indianensis	Desulfocarbo indianensis	Desulfocarbo	Proteobacteria	Bacteria	Deltaproteobacteria	2	2	2	0	0	0
3423	Herbaspirillum_autotrophicum	Herbaspirillum autotrophicum	Herbaspirillum	Proteobacteria	Bacteria	Betaproteobacteria	1	1	0	0	0	0
3425	Herbaspirillum_rhizosphaerae	Herbaspirillum rhizosphaerae	Herbaspirillum	Proteobacteria	Bacteria	Betaproteobacteria	1	1	0	0	0	0
3436	Aestuariivita_atlantica	Aestuariivita atlantica	Aestuariivita	Proteobacteria	Bacteria	Alphaproteobacteria	2	2	1	1	0	1
3446	Aestuariivita_boseongensis	Aestuariivita boseongensis	Aestuariivita	Proteobacteria	Bacteria	Alphaproteobacteria	1	2	1	1	0	1
3457	Herbaspirillum_hiltneri_N3	Herbaspirillum hiltneri N3	Herbaspirillum	Proteobacteria	Bacteria	Betaproteobacteria	1	1	0	0	0	0
3460	Limnohabitans_planktonicus_II_D5	Limnohabitans planktonicus II-D5	Limnohabitans	Proteobacteria	Bacteria	Betaproteobacteria	1	2	2	0	0	0
3496	Marinagarivorans_algicola	Marinagarivorans algicola	Marinagarivorans	Proteobacteria	Bacteria	Gammaproteobacteria	1	1	0	0	0	0
3498	Ideonella_sakaiensis	Ideonella sakaiensis	Ideonella	Proteobacteria	Bacteria	Betaproteobacteria	1	2	1	1	0	1
3501	Amantichitinum_ursilacus	Amantichitinum ursilacus	Amantichitinum	Proteobacteria	Bacteria	Betaproteobacteria	1	1	0	1	0	1
3521	Prosthecomicrobium_hirschii	Prosthecomicrobium hirschii	Prosthecomicrobium	Proteobacteria	Bacteria	Alphaproteobacteria	2	2	1	1	0	1
3547	Desulfovibrio_brasiliensis_JCM_12178	Desulfovibrio brasiliensis JCM 12178	Desulfovibrio	Proteobacteria	Bacteria	Deltaproteobacteria	0	1	1	0	0	0
3581	Blastochloris_viridis	Blastochloris viridis	Blastochloris	Proteobacteria	Bacteria	Alphaproteobacteria	2	2	1	1	0	1
3586	Jannaschia_donghaensis	Jannaschia donghaensis	Jannaschia	Proteobacteria	Bacteria	Alphaproteobacteria	2	2	1	1	0	1
3598	Burkholderia_cepacia_ATCC_25416	Burkholderia cepacia ATCC 25416	Burkholderia	Proteobacteria	Bacteria	Betaproteobacteria	1	2	1	1	0	1
3607	Marinomonas_fungiae	Marinomonas fungiae	Marinomonas	Proteobacteria	Bacteria	Gammaproteobacteria	1	1	0	0	0	0
3632	Halomonas_huangheensis	Halomonas huangheensis	Halomonas	Proteobacteria	Bacteria	Gammaproteobacteria	1	2	1	0	0	0
3711	Roseovarius_atlanticus	Roseovarius atlanticus	Roseovarius	Proteobacteria	Bacteria	Alphaproteobacteria	2	2	1	1	0	1
3712	Roseovarius_indicus	Roseovarius indicus	Roseovarius	Proteobacteria	Bacteria	Alphaproteobacteria	2	2	1	1	0	1
3739	Thalassobacter_stenotrophicus	Thalassobacter stenotrophicus	Thalassobacter	Proteobacteria	Bacteria	Alphaproteobacteria	2	2	1	1	0	1
3776	Legionella_rubrilucens	Legionella rubrilucens	Legionella	Proteobacteria	Bacteria	Gammaproteobacteria	1	1	1	0	0	0
3816	Aquitalea_pelogenes	Aquitalea pelogenes	Aquitalea	Proteobacteria	Bacteria	Betaproteobacteria	0	1	0	0	0	0
3818	Comamonas_terrigena_NBRC_13299	Comamonas terrigena NBRC 13299	Comamonas	Proteobacteria	Bacteria	Betaproteobacteria	1	1	0	1	0	1
3820	Roseibaca_calidilacus	Roseibaca calidilacus	Roseibaca	Proteobacteria	Bacteria	Alphaproteobacteria	1	2	1	1	1	0
3825	Novosphingobium_fuchskuhlense	Novosphingobium fuchskuhlense	Novosphingobium	Proteobacteria	Bacteria	Alphaproteobacteria	1	2	1	1	0	1
3830	Pseudomonas_monteilii	Pseudomonas monteilii	Pseudomonas	Proteobacteria	Bacteria	Gammaproteobacteria	1	1	0	1	0	1
3842	Comamonas_terrae	Comamonas terrae	Comamonas	Proteobacteria	Bacteria	Betaproteobacteria	1	2	1	1	0	1
3848	Caballeronia_telluris	Caballeronia telluris	Caballeronia	Proteobacteria	Bacteria	Betaproteobacteria	1	2	1	1	0	1
3849	Caballeronia_concitans	Caballeronia concitans	Caballeronia	Proteobacteria	Bacteria	Betaproteobacteria	1	1	0	1	0	1
3850	Caballeronia_glebae	Caballeronia glebae	Caballeronia	Proteobacteria	Bacteria	Betaproteobacteria	1	2	1	1	0	1
3857	Methylobacterium_aquaticum	Methylobacterium aquaticum	Methylobacterium	Proteobacteria	Bacteria	Alphaproteobacteria	2	2	1	1	0	1
3894	Desulfovibrio_fairfieldensis	Desulfovibrio fairfieldensis	Desulfovibrio	Proteobacteria	Bacteria	Deltaproteobacteria	2	2	2	0	0	0
3898	Acidovorax_delafieldii	Acidovorax delafieldii	Acidovorax	Proteobacteria	Bacteria	Betaproteobacteria	2	2	1	1	0	1
3901	Porphyrobacter_donghaensis	Porphyrobacter donghaensis	Porphyrobacter	Proteobacteria	Bacteria	Alphaproteobacteria	0	2	1	1	0	1
3934	Hydrogenophaga_palleronii_NBRC_102513	Hydrogenophaga palleronii NBRC 102513	Hydrogenophaga	Proteobacteria	Bacteria	Betaproteobacteria	1	1	0	1	0	1
4003	Pseudomonas_alcaligenes	Pseudomonas alcaligenes	Pseudomonas	Proteobacteria	Bacteria	Gammaproteobacteria	1	1	0	1	0	1
4004	Neptuniibacter_marinus	Neptuniibacter marinus	Neptuniibacter	Proteobacteria	Bacteria	Gammaproteobacteria	1	1	0	0	0	0
4009	Novosphingobium_capsulatum_NBRC_12533	Novosphingobium capsulatum NBRC 12533	Novosphingobium	Proteobacteria	Bacteria	Alphaproteobacteria	2	2	1	1	0	1
4071	Rhodovulum_sulfidophilum_DSM_1374	Rhodovulum sulfidophilum DSM 1374	Rhodovulum	Proteobacteria	Bacteria	Alphaproteobacteria	2	2	1	1	1	0
4091	Marinomonas_atlantica	Marinomonas atlantica	Marinomonas	Proteobacteria	Bacteria	Gammaproteobacteria	1	1	0	0	0	0
4140	Pseudomonas_citronellolis	Pseudomonas citronellolis	Pseudomonas	Proteobacteria	Bacteria	Gammaproteobacteria	0	1	0	1	0	1
4157	Altererythrobacter_ishigakiensis	Altererythrobacter ishigakiensis	Altererythrobacter	Proteobacteria	Bacteria	Alphaproteobacteria	1	2	1	1	0	1
4158	Porphyrobacter_neustonensis	Porphyrobacter neustonensis	Porphyrobacter	Proteobacteria	Bacteria	Alphaproteobacteria	1	2	1	1	0	1
4161	Tepidimonas_fonticaldi	Tepidimonas fonticaldi	Tepidimonas	Proteobacteria	Bacteria	Betaproteobacteria	1	1	0	1	0	1
4163	Cylindrospermopsis_raciborskii_CS_505	Cylindrospermopsis raciborskii CS-505	Cylindrospermopsis	Cyanobacteria	Bacteria	Nostocales	3	1	1	0	0	0
4167	Chromobacterium_subtsugae	Chromobacterium subtsugae	Chromobacterium	Proteobacteria	Bacteria	Betaproteobacteria	1	1	0	0	0	0
4169	Porphyrobacter_dokdonensis_DSW_74	Porphyrobacter dokdonensis DSW-74	Porphyrobacter	Proteobacteria	Bacteria	Alphaproteobacteria	1	2	1	1	0	1
4213	Hoeflea_olei	Hoeflea olei	Hoeflea	Proteobacteria	Bacteria	Alphaproteobacteria	2	2	1	1	1	0
4235	Erythrobacter_litoralis	Erythrobacter litoralis	Erythrobacter	Proteobacteria	Bacteria	Alphaproteobacteria	1	2	1	1	0	1
4309	Paraburkholderia_sprentiae_WSM5005	Paraburkholderia sprentiae WSM5005	Paraburkholderia	Proteobacteria	Bacteria	Betaproteobacteria	1	1	0	1	0	1
4315	Gloeomargarita_lithophora_Alchichica_D10	Gloeomargarita lithophora Alchichica-D10	Gloeomargarita	Cyanobacteria	Bacteria	Gloeoemargaritales	1	1	1	0	0	0
4317	Rhodobaca_barguzinensis	Rhodobaca barguzinensis	Rhodobaca	Proteobacteria	Bacteria	Alphaproteobacteria	2	2	1	1	0	1
4318	Roseinatronobacter_thiooxidans	Roseinatronobacter thiooxidans	Roseinatronobacter	Proteobacteria	Bacteria	Alphaproteobacteria	2	2	1	1	0	1
4377	Pseudomonas_psychrotolerans	Pseudomonas psychrotolerans	Pseudomonas	Proteobacteria	Bacteria	Gammaproteobacteria	1	1	0	1	0	1
4410	Rhodovulum_sulfidophilum	Rhodovulum sulfidophilum	Rhodovulum	Proteobacteria	Bacteria	Alphaproteobacteria	2	2	1	1	1	0
4427	Rhodoferax_saidenbachensis	Rhodoferax saidenbachensis	Rhodoferax	Proteobacteria	Bacteria	Betaproteobacteria	2	1	0	1	0	1
4428	Rhodoferax_antarcticus	Rhodoferax antarcticus	Rhodoferax	Proteobacteria	Bacteria	Betaproteobacteria	2	2	0	2	0	2
4499	Rhodoferax_fermentans	Rhodoferax fermentans	Rhodoferax	Proteobacteria	Bacteria	Betaproteobacteria	1	1	0	1	0	1
4513	Herbaspirillum_frisingense	Herbaspirillum frisingense	Herbaspirillum	Proteobacteria	Bacteria	Betaproteobacteria	1	1	0	0	0	0
4529	Halomicronema_hongdechloris_C2206	Halomicronema hongdechloris C2206	Halomicronema	Cyanobacteria	Bacteria	Synechococcales	3	1	1	0	0	0
4537	Roseovarius_mucosus	Roseovarius mucosus	Roseovarius	Proteobacteria	Bacteria	Alphaproteobacteria	2	2	1	1	0	1
4565	Pseudomonas_nitroreducens_NBRC_12694	Pseudomonas nitroreducens NBRC 12694	Pseudomonas	Proteobacteria	Bacteria	Gammaproteobacteria	1	1	0	1	0	1
4606	Marivita_cryptomonadis	Marivita cryptomonadis	Marivita	Proteobacteria	Bacteria	Alphaproteobacteria	1	2	1	1	0	1
4609	Marivita_geojedonensis	Marivita geojedonensis	Marivita	Proteobacteria	Bacteria	Alphaproteobacteria	1	2	1	1	0	1
4611	Rhizobacter_gummiphilus	Rhizobacter gummiphilus	Rhizobacter	Proteobacteria	Bacteria	Betaproteobacteria	1	1	0	1	0	1
4631	Halomonas_desiderata_SP1	Halomonas desiderata SP1	Halomonas	Proteobacteria	Bacteria	Gammaproteobacteria	1	1	0	0	0	0
4635	Porphyrobacter_colymbi	Porphyrobacter colymbi	Porphyrobacter	Proteobacteria	Bacteria	Alphaproteobacteria	2	2	1	1	0	1
4636	Porphyrobacter_tepidarius	Porphyrobacter tepidarius	Porphyrobacter	Proteobacteria	Bacteria	Alphaproteobacteria	1	2	1	1	0	1
4642	Kushneria_marisflavi	Kushneria marisflavi	Kushneria	Proteobacteria	Bacteria	Gammaproteobacteria	1	1	0	0	0	0
4648	Comamonas_serinivorans	Comamonas serinivorans	Comamonas	Proteobacteria	Bacteria	Betaproteobacteria	1	1	0	1	0	1
4649	Loktanella_vestfoldensis	Loktanella vestfoldensis	Loktanella	Proteobacteria	Bacteria	Alphaproteobacteria	2	2	1	1	1	0
4652	Oleiphilus_messinensis	Oleiphilus messinensis	Oleiphilus	Proteobacteria	Bacteria	Gammaproteobacteria	1	2	1	0	0	0
4654	Nostocales_cyanobacterium_HT_58_2	Nostocales cyanobacterium HT-58-2	Nostocales	Cyanobacteria	Bacteria	Nostocales	3	1	1	0	0	0
4671	Rhodomicrobium_sp_R_RK_3	Rhodomicrobium sp. R_RK_3	Rhodomicrobium	Proteobacteria	Bacteria	Alphaproteobacteria	2	2	2	0	0	0
4677	Pelomonas_puraquae	Pelomonas puraquae	Pelomonas	Proteobacteria	Bacteria	Betaproteobacteria	1	1	0	1	0	1
4685	Methylovulum_psychrotolerans	Methylovulum psychrotolerans	Methylovulum	Proteobacteria	Bacteria	Gammaproteobacteria	1	1	0	0	0	0
4687	Marinibacterium_profundimaris	Marinibacterium profundimaris	Marinibacterium	Proteobacteria	Bacteria	Alphaproteobacteria	2	2	1	1	0	1
4699	Leptolyngbya_ohadii_IS1	Leptolyngbya ohadii IS1	Leptolyngbya	Cyanobacteria	Bacteria	Synechococcales	3	1	1	0	0	0
4701	Granulosicoccus_antarcticus_IMCC3135	Granulosicoccus antarcticus IMCC3135	Granulosicoccus	Proteobacteria	Bacteria	Gammaproteobacteria	1	3	1	1	0	1
4766	Marinomonas_aquimarina	Marinomonas aquimarina	Marinomonas	Proteobacteria	Bacteria	Gammaproteobacteria	1	1	0	0	0	0
4768	Marinomonas_spartinae	Marinomonas spartinae	Marinomonas	Proteobacteria	Bacteria	Gammaproteobacteria	1	1	0	0	0	0
4829	Lutimaribacter_saemankumensis	Lutimaribacter saemankumensis	Lutimaribacter	Proteobacteria	Bacteria	Alphaproteobacteria	1	2	1	1	0	1
4845	Roseospirillum_parvum	Roseospirillum parvum	Roseospirillum	Proteobacteria	Bacteria	Alphaproteobacteria	2	2	1	1	0	1
4847	Pseudomonas_benzenivorans	Pseudomonas benzenivorans	Pseudomonas	Proteobacteria	Bacteria	Gammaproteobacteria	1	1	0	1	0	1
4872	Mameliella_alba	Mameliella alba	Mameliella	Proteobacteria	Bacteria	Alphaproteobacteria	2	2	1	1	0	1
4886	Rhodospira_trueperi	Rhodospira trueperi	Rhodospira	Proteobacteria	Bacteria	Alphaproteobacteria	2	3	1	1	1	0
4888	Loktanella_pyoseonensis	Loktanella pyoseonensis	Loktanella	Proteobacteria	Bacteria	Alphaproteobacteria	2	2	1	1	0	1
4905	Acidovorax_valerianellae	Acidovorax valerianellae	Acidovorax	Proteobacteria	Bacteria	Betaproteobacteria	1	1	0	1	0	1
4907	Afifella_marina_DSM_2698	Afifella marina DSM 2698	Afifella	Proteobacteria	Bacteria	Alphaproteobacteria	2	2	1	1	1	0
4914	Halomonas_pantelleriensis	Halomonas pantelleriensis	Halomonas	Proteobacteria	Bacteria	Gammaproteobacteria	1	1	0	0	0	0
4930	Methylobacterium_phyllostachyos	Methylobacterium phyllostachyos	Methylobacterium	Proteobacteria	Bacteria	Alphaproteobacteria	2	2	1	1	0	1
4955	Belnapia_rosea	Belnapia rosea	Belnapia	Proteobacteria	Bacteria	Alphaproteobacteria	1	3	1	1	0	1
4979	Pseudomonas_oryzae	Pseudomonas oryzae	Pseudomonas	Proteobacteria	Bacteria	Gammaproteobacteria	1	1	0	1	0	1
4980	Paraburkholderia_caballeronis	Paraburkholderia caballeronis	Paraburkholderia	Proteobacteria	Bacteria	Betaproteobacteria	1	1	0	1	0	1
4991	Pseudomonas_anguilliseptica	Pseudomonas anguilliseptica	Pseudomonas	Proteobacteria	Bacteria	Gammaproteobacteria	1	1	0	1	0	1
5003	Pseudomonas_guangdongensis	Pseudomonas guangdongensis	Pseudomonas	Proteobacteria	Bacteria	Gammaproteobacteria	1	1	0	1	0	1
5021	Aidingimonas_halophila	Aidingimonas halophila	Aidingimonas	Proteobacteria	Bacteria	Gammaproteobacteria	1	1	0	0	0	0
5022	Pseudomonas_kuykendallii	Pseudomonas kuykendallii	Pseudomonas	Proteobacteria	Bacteria	Gammaproteobacteria	1	2	1	1	0	1
5025	Roseicitreum_antarcticum	Roseicitreum antarcticum	Roseicitreum	Proteobacteria	Bacteria	Alphaproteobacteria	1	2	1	1	1	0
5030	Allochromatium_warmingii	Allochromatium warmingii	Allochromatium	Proteobacteria	Bacteria	Gammaproteobacteria	1	1	1	0	0	0
5039	Jannaschia_faecimaris	Jannaschia faecimaris	Jannaschia	Proteobacteria	Bacteria	Alphaproteobacteria	2	3	1	1	0	1
5050	Paraburkholderia_sartisoli	Paraburkholderia sartisoli	Paraburkholderia	Proteobacteria	Bacteria	Betaproteobacteria	1	1	0	1	0	1
5067	Pseudomonas_fuscovaginae	Pseudomonas fuscovaginae	Pseudomonas	Proteobacteria	Bacteria	Gammaproteobacteria	1	1	0	1	0	1
5078	Loktanella_koreensis	Loktanella koreensis	Loktanella	Proteobacteria	Bacteria	Alphaproteobacteria	2	2	1	1	1	0
5083	Roseovarius_azorensis	Roseovarius azorensis	Roseovarius	Proteobacteria	Bacteria	Alphaproteobacteria	1	2	1	1	0	1
5084	Ectothiorhodospira_marina	Ectothiorhodospira marina	Ectothiorhodospira	Proteobacteria	Bacteria	Gammaproteobacteria	2	2	1	1	0	1
5095	Roseovarius_tolerans	Roseovarius tolerans	Roseovarius	Proteobacteria	Bacteria	Alphaproteobacteria	1	2	1	1	0	1
5102	Loktanella_fryxellensis	Loktanella fryxellensis	Loktanella	Proteobacteria	Bacteria	Alphaproteobacteria	2	2	1	1	1	0
5104	Maribius_pelagius	Maribius pelagius	Maribius	Proteobacteria	Bacteria	Alphaproteobacteria	2	2	1	1	0	1
5134	Ectothiorhodospira_magna	Ectothiorhodospira magna	Ectothiorhodospira	Proteobacteria	Bacteria	Gammaproteobacteria	1	1	1	0	0	0
5149	Halomonas_subterranea	Halomonas subterranea	Halomonas	Proteobacteria	Bacteria	Gammaproteobacteria	1	1	0	0	0	0
5150	Roseivivax_roseus	Roseivivax roseus	Roseivivax	Proteobacteria	Bacteria	Alphaproteobacteria	2	2	1	1	0	1
5164	Desulfuromonas_acetexigens	Desulfuromonas acetexigens	Desulfuromonas	Proteobacteria	Bacteria	Deltaproteobacteria	0	1	0	1	0	1
5166	Pseudomonas_otitidis	Pseudomonas otitidis	Pseudomonas	Proteobacteria	Bacteria	Gammaproteobacteria	1	1	0	1	0	1
5198	Kushneria_avicenniae	Kushneria avicenniae	Kushneria	Proteobacteria	Bacteria	Gammaproteobacteria	1	1	0	0	0	0
5226	Methylobacterium_gossipiicola	Methylobacterium gossipiicola	Methylobacterium	Proteobacteria	Bacteria	Alphaproteobacteria	2	2	1	1	0	1
5230	Albimonas_pacifica	Albimonas pacifica	Albimonas	Proteobacteria	Bacteria	Alphaproteobacteria	2	2	1	1	0	1
5231	Pseudomonas_guineae	Pseudomonas guineae	Pseudomonas	Proteobacteria	Bacteria	Gammaproteobacteria	1	1	0	1	0	1
5234	Paraburkholderia_megapolitana	Paraburkholderia megapolitana	Paraburkholderia	Proteobacteria	Bacteria	Betaproteobacteria	1	1	0	1	0	1
5235	Jannaschia_pohangensis	Jannaschia pohangensis	Jannaschia	Proteobacteria	Bacteria	Alphaproteobacteria	2	2	1	1	0	1
5246	Methylocapsa_palsarum	Methylocapsa palsarum	Methylocapsa	Proteobacteria	Bacteria	Alphaproteobacteria	2	2	1	1	0	1
5248	Roseomonas_stagni_DSM_19981	Roseomonas stagni DSM 19981	Roseomonas	Proteobacteria	Bacteria	Alphaproteobacteria	1	2	1	1	0	1
5257	Loktanella_litorea	Loktanella litorea	Loktanella	Proteobacteria	Bacteria	Alphaproteobacteria	2	2	1	1	1	0
5258	Rugamonas_rubra	Rugamonas rubra	Rugamonas	Proteobacteria	Bacteria	Gammaproteobacteria	1	1	0	0	0	0
5265	Ectothiorhodospira_mobilis	Ectothiorhodospira mobilis	Ectothiorhodospira	Proteobacteria	Bacteria	Gammaproteobacteria	2	3	0	2	0	2
5266	Thermodesulforhabdus_norvegica	Thermodesulforhabdus norvegica	Thermodesulforhabdus	Proteobacteria	Bacteria	Deltaproteobacteria	1	2	1	0	0	0
5292	Tranquillimonas_alkanivorans	Tranquillimonas alkanivorans	Tranquillimonas	Proteobacteria	Bacteria	Alphaproteobacteria	2	2	1	1	0	1
5297	Pseudomonas_sagittaria	Pseudomonas sagittaria	Pseudomonas	Proteobacteria	Bacteria	Gammaproteobacteria	1	1	0	1	0	1
5302	Roseivivax_halotolerans	Roseivivax halotolerans	Roseivivax	Proteobacteria	Bacteria	Alphaproteobacteria	2	2	1	1	0	1
5362	Loktanella_atrilutea	Loktanella atrilutea	Loktanella	Proteobacteria	Bacteria	Alphaproteobacteria	2	2	1	1	1	0
5373	Marinomonas_polaris_DSM_16579	Marinomonas polaris DSM 16579	Marinomonas	Proteobacteria	Bacteria	Gammaproteobacteria	1	1	0	0	0	0
5381	Desulfacinum_infernum_DSM_9756	Desulfacinum infernum DSM 9756	Desulfacinum	Proteobacteria	Bacteria	Deltaproteobacteria	0	1	0	0	0	0
5406	Loktanella_sediminum	Loktanella sediminum	Loktanella	Proteobacteria	Bacteria	Alphaproteobacteria	2	3	1	1	1	0
5407	Marivita_hallyeonensis	Marivita hallyeonensis	Marivita	Proteobacteria	Bacteria	Alphaproteobacteria	1	2	1	1	0	1
5418	Desulfofustis_glycolicus_DSM_9705	Desulfofustis glycolicus DSM 9705	Desulfofustis	Proteobacteria	Bacteria	Deltaproteobacteria	0	1	0	1	0	1
5436	Pseudomonas_zeshuii	Pseudomonas zeshuii	Pseudomonas	Proteobacteria	Bacteria	Gammaproteobacteria	1	1	0	1	0	1
5446	Malonomonas_rubra_DSM_5091	Malonomonas rubra DSM 5091	Malonomonas	Proteobacteria	Bacteria	Deltaproteobacteria	0	1	0	1	0	1
5471	Halomonas_cupida	Halomonas cupida	Halomonas	Proteobacteria	Bacteria	Gammaproteobacteria	1	2	1	0	0	0
5479	Duganella_sacchari	Duganella sacchari	Duganella	Proteobacteria	Bacteria	Betaproteobacteria	2	1	0	1	0	1
5484	Porphyrobacter_sanguineus	Porphyrobacter sanguineus	Porphyrobacter	Proteobacteria	Bacteria	Alphaproteobacteria	1	2	1	1	0	1
5515	Ectothiorhodosinus_mongolicus	Ectothiorhodosinus mongolicus	Ectothiorhodosinus	Proteobacteria	Bacteria	Gammaproteobacteria	1	1	1	0	0	0
5523	Loktanella_rosea	Loktanella rosea	Loktanella	Proteobacteria	Bacteria	Alphaproteobacteria	2	3	1	1	1	0
5526	Roseovarius_nanhaiticus	Roseovarius nanhaiticus	Roseovarius	Proteobacteria	Bacteria	Alphaproteobacteria	2	2	1	1	0	1
5530	Rhodobacter_aestuarii	Rhodobacter aestuarii	Rhodobacter	Proteobacteria	Bacteria	Alphaproteobacteria	2	2	1	1	1	0
5534	Rhodobacter_vinaykumarii	Rhodobacter vinaykumarii	Rhodobacter	Proteobacteria	Bacteria	Alphaproteobacteria	2	2	1	1	0	1
5539	Roseivivax_lentus	Roseivivax lentus	Roseivivax	Proteobacteria	Bacteria	Alphaproteobacteria	1	2	1	1	0	1
5623	Roseivivax_jejudonensis	Roseivivax jejudonensis	Roseivivax	Proteobacteria	Bacteria	Alphaproteobacteria	2	2	1	1	0	1
5624	Pseudooctadecabacter_jejudonensis	Pseudooctadecabacter jejudonensis	Pseudooctadecabacter	Proteobacteria	Bacteria	Alphaproteobacteria	2	2	1	1	0	1
5631	Roseisalinus_antarcticus	Roseisalinus antarcticus	Roseisalinus	Proteobacteria	Bacteria	Alphaproteobacteria	2	2	1	1	1	0
5644	Desulfacinum_hydrothermale_DSM_13146	Desulfacinum hydrothermale DSM 13146	Desulfacinum	Proteobacteria	Bacteria	Deltaproteobacteria	0	1	0	0	0	0
5649	Desulfobacterium_vacuolatum_DSM_3385	Desulfobacterium vacuolatum DSM 3385	Desulfobacterium	Proteobacteria	Bacteria	Deltaproteobacteria	4	2	2	0	0	0
5654	Fulvimarina_manganoxydans	Fulvimarina manganoxydans	Fulvimarina	Proteobacteria	Bacteria	Alphaproteobacteria	2	2	1	1	0	1
5666	Pseudogulbenkiania_subflava_DSM_22618	Pseudogulbenkiania subflava DSM 22618	Pseudogulbenkiania	Proteobacteria	Bacteria	Betaproteobacteria	1	2	1	0	0	0
5672	Paraburkholderia_caryophylli	Paraburkholderia caryophylli	Paraburkholderia	Proteobacteria	Bacteria	Betaproteobacteria	1	1	0	1	0	1
5685	Calothrix_rhizosoleniae_SC01	Calothrix rhizosoleniae SC01	Calothrix	Cyanobacteria	Bacteria	Nostocales	2	1	1	0	0	0
5687	Rhodoblastus_acidophilus	Rhodoblastus acidophilus	Rhodoblastus	Proteobacteria	Bacteria	Alphaproteobacteria	2	3	1	1	0	1
5704	Desulfovibrio_mexicanus	Desulfovibrio mexicanus	Desulfovibrio	Proteobacteria	Bacteria	Deltaproteobacteria	1	1	1	0	0	0
