id	name	descr	gene	fs_len	child_fs_len	org_name	kingdom	phylum	genus
32499	RVAN_RS01500	cobaltochelatase subunit CobS	NA	NA	NA	Rhodomicrobium vannielii ATCC 17100	Bacteria	Proteobacteria	Rhodomicrobium
51892	BLEFHOIH_RS05765	cobaltochelatase subunit CobS	cobS	NA	NA	Rhodomicrobium sp. R_RK_3	Bacteria	Proteobacteria	Rhodomicrobium
38394	F812_RS0108290	cobaltochelatase subunit CobS	NA	NA	NA	Hyphomicrobium zavarzinii ATCC 27496	Bacteria	Proteobacteria	Hyphomicrobium
51792	OLMES_RS05725	cobaltochelatase subunit CobS	NA	NA	NA	Oleiphilus messinensis	Bacteria	Proteobacteria	Oleiphilus
42748	O987_RS22140	aerobic cobaltochelatase subunit CobS	NA	NA	NA	Comamonas testosteroni TK102	Bacteria	Proteobacteria	Comamonas
46925	TT78_RS12480	cobalamin biosynthesis protein CobS	NA	NA	NA	Comamonas terrae	Bacteria	Proteobacteria	Comamonas
29490	DACI_RS09960	aerobic cobaltochelatase subunit CobS	NA	NA	NA	Delftia acidovorans SPH-1	Bacteria	Proteobacteria	Delftia
37996	F451_RS0109920	aerobic cobaltochelatase subunit CobS	NA	NA	NA	Marinobacterium rhizophilum DSM 18822	Bacteria	Proteobacteria	Marinobacterium
40950	Q354_RS0112535	cobalamin biosynthesis protein CobS	NA	NA	NA	Marinobacterium jannaschii DSM 6295	Bacteria	Proteobacteria	Marinobacterium
38668	LEUMU_RS0108005	aerobic cobaltochelatase subunit CobS	NA	NA	NA	Leucothrix mucor DSM 2157	Bacteria	Proteobacteria	Leucothrix
45549	ISF6_RS21945	cobalamin biosynthesis protein CobS	NA	NA	NA	Ideonella sakaiensis	Bacteria	Proteobacteria	Ideonella
38373	G369_RS0126540	aerobic cobaltochelatase subunit CobS	NA	NA	NA	Variovorax paradoxus 110B	Bacteria	Proteobacteria	Variovorax
32824	VARPA_RS22000	aerobic cobaltochelatase subunit CobS	NA	NA	NA	Variovorax paradoxus EPS	Bacteria	Proteobacteria	Variovorax
43447	NH14_RS16090	cobalamin biosynthesis protein CobS	NA	NA	NA	Paraburkholderia sacchari	Bacteria	Proteobacteria	Paraburkholderia
46048	APZ15_RS18840	cobalamin biosynthesis protein CobS	NA	NA	NA	Burkholderia cepacia ATCC 25416	Bacteria	Proteobacteria	Burkholderia
41392	BG61_RS37605	cobalamin biosynthesis protein CobS	NA	NA	NA	Caballeronia glathei	Bacteria	Proteobacteria	Caballeronia
43931	RR42_RS33770	cobalamin biosynthesis protein CobS	NA	NA	NA	Cupriavidus basilensis	Bacteria	Proteobacteria	Cupriavidus
30221	BXE_RS33470	aerobic cobaltochelatase subunit CobS	NA	NA	NA	Paraburkholderia xenovorans LB400	Bacteria	Proteobacteria	Paraburkholderia
46942	AWB66_RS32005	cobaltochelatase subunit CobS	NA	NA	NA	Caballeronia telluris	Bacteria	Proteobacteria	Caballeronia
31133	BPHY_RS30935	cobalamin biosynthesis protein CobS	NA	NA	NA	Paraburkholderia phymatum STM815	Bacteria	Proteobacteria	Paraburkholderia
46982	AWB82_RS15995	cobaltochelatase subunit CobS	NA	NA	NA	Caballeronia glebae	Bacteria	Proteobacteria	Caballeronia
41371	BG60_RS00480	aerobic cobaltochelatase subunit CobS	NA	NA	NA	Caballeronia zhejiangensis	Bacteria	Proteobacteria	Caballeronia
56919	B9N72_RS20365	cobaltochelatase subunit CobS	NA	NA	NA	Pseudogulbenkiania subflava DSM 22618	Bacteria	Proteobacteria	Pseudogulbenkiania
56160	BUE38_RS04745	cobaltochelatase subunit CobS	NA	NA	NA	Halomonas cupida	Bacteria	Proteobacteria	Halomonas
46316	AR456_RS13595	hypothetical protein	NA	NA	NA	Halomonas huangheensis	Bacteria	Proteobacteria	Halomonas
53657	BLV15_RS05775	cobaltochelatase subunit CobS	NA	NA	NA	Pseudomonas kuykendallii	Bacteria	Proteobacteria	Pseudomonas
45450	H663_RS14195	cobalamin biosynthesis protein CobS	NA	NA	NA	Limnohabitans planktonicus II-D5	Bacteria	Proteobacteria	Limnohabitans
41418	Q333_RS0104240	cobaltochelatase subunit CobS	NA	NA	NA	Brevundimonas bacteroides DSM 4726	Bacteria	Proteobacteria	Brevundimonas
32109	BRESU_RS11235	cobaltochelatase subunit CobS	NA	NA	NA	Brevundimonas subvibrioides ATCC 15264	Bacteria	Proteobacteria	Brevundimonas
38774	G566_RS0108950	cobaltochelatase subunit CobS	NA	NA	NA	Sandarakinorhabdus limnophila DSM 17366	Bacteria	Proteobacteria	Sandarakinorhabdus
49093	Ga0102493_RS10650	cobaltochelatase subunit CobS	NA	NA	NA	Erythrobacter litoralis	Bacteria	Proteobacteria	Erythrobacter
41644	EH31_RS06600	cobaltochelatase subunit CobS	NA	NA	NA	Erythrobacter longus	Bacteria	Proteobacteria	Erythrobacter
48745	A9D12_RS09715	cobaltochelatase subunit CobS	NA	NA	NA	Porphyrobacter neustonensis	Bacteria	Proteobacteria	Porphyrobacter
51616	BZF57_RS02885	cobaltochelatase subunit CobS	NA	NA	NA	Porphyrobacter colymbi	Bacteria	Proteobacteria	Porphyrobacter
47333	AX679_RS10805	cobaltochelatase subunit CobS	NA	NA	NA	Porphyrobacter donghaensis	Bacteria	Proteobacteria	Porphyrobacter
56241	BUA05_RS00885	cobaltochelatase subunit CobS	NA	NA	NA	Porphyrobacter sanguineus	Bacteria	Proteobacteria	Porphyrobacter
48827	I603_RS04610	cobaltochelatase subunit CobS	NA	NA	NA	Porphyrobacter dokdonensis DSW-74	Bacteria	Proteobacteria	Porphyrobacter
38938	G524_RS0105100	cobaltochelatase subunit CobS	NA	NA	NA	Porphyrobacter cryptus DSM 12079	Bacteria	Proteobacteria	Porphyrobacter
51641	BZF61_RS11730	cobaltochelatase subunit CobS	NA	NA	NA	Porphyrobacter tepidarius	Bacteria	Proteobacteria	Porphyrobacter
48727	A6F69_RS10315	cobaltochelatase subunit CobS	NA	NA	NA	Altererythrobacter ishigakiensis	Bacteria	Proteobacteria	Altererythrobacter
44849	AB731_RS10620	cobaltochelatase subunit CobS	NA	NA	NA	Erythrobacter marinus	Bacteria	Proteobacteria	Erythrobacter
32686	MMEL_RS0112005	cobaltochelatase subunit CobS	cobS	NA	NA	Citromicrobium bathyomarinum JL354	Bacteria	Proteobacteria	Citromicrobium
43634	NJ75_RS03715	cobalamin biosynthesis protein CobS	NA	NA	NA	Novosphingobium subterraneum	Bacteria	Proteobacteria	Novosphingobium
46826	AQZ52_RS06330	cobalamin biosynthesis protein CobS	NA	NA	NA	Novosphingobium fuchskuhlense	Bacteria	Proteobacteria	Novosphingobium
47730	SCA01S_RS09815	cobaltochelatase subunit CobS	NA	NA	NA	Novosphingobium capsulatum NBRC 12533	Bacteria	Proteobacteria	Novosphingobium
39328	G404_RS0106765	cobaltochelatase subunit CobS	NA	NA	NA	Novosphingobium acidiphilum DSM 19966	Bacteria	Proteobacteria	Novosphingobium
47306	AX673_RS08405	cobaltochelatase subunit CobS	cobS	NA	NA	Acidovorax delafieldii	Bacteria	Proteobacteria	Acidovorax
40113	NX02_RS24830	cobaltochelatase subunit CobS	NA	NA	NA	Sphingomonas sanxanigenens DSM 19645 = NX02	Bacteria	Proteobacteria	Sphingomonas
34210	ON00_RS15395	cobaltochelatase subunit CobS	cobS	NA	NA	Sphingomonas echinoides ATCC 14820	Bacteria	Proteobacteria	Sphingomonas
44058	TS85_RS01230	cobaltochelatase subunit CobS	NA	NA	NA	Sphingomonas hengshuiensis	Bacteria	Proteobacteria	Sphingomonas
40754	G570_RS03210	cobaltochelatase subunit CobS	NA	NA	NA	Sphingomonas jaspsi DSM 18422	Bacteria	Proteobacteria	Sphingomonas
41576	BS69_RS0108620	cobaltochelatase subunit CobS	NA	NA	NA	Sphingomonas astaxanthinifaciens DSM 22298	Bacteria	Proteobacteria	Sphingomonas
34940	PHAMO_RS10440	cobaltochelatase subunit CobS	NA	NA	NA	Phaeospirillum molischianum DSM 120	Bacteria	Proteobacteria	Phaeospirillum
52967	BLS85_RS04480	cobaltochelatase subunit CobS	cobS	NA	NA	Rhodospira trueperi	Bacteria	Proteobacteria	Rhodospira
35775	C882_RS02585	cobaltochelatase subunit CobS	cobS	NA	NA	Caenispirillum salinarum AK4	Bacteria	Proteobacteria	Caenispirillum
30105	Rru_A0206	hydrogenobyrinic acid a,c-diamide cobaltochelatase	NA	NA	NA	Rhodospirillum rubrum ATCC 11170	Bacteria	Proteobacteria	Rhodospirillum
52806	BLR95_RS01520	cobaltochelatase subunit CobS	cobS	NA	NA	Roseospirillum parvum	Bacteria	Proteobacteria	Roseospirillum
30657	RC1_RS14700	cobaltochelatase subunit CobS	cobS	NA	NA	Rhodospirillum centenum SW	Bacteria	Proteobacteria	Rhodospirillum
42959	EP26_RS17775	cobaltochelatase subunit CobS	NA	NA	NA	Belnapia moabensis DSM 16746	Bacteria	Proteobacteria	Belnapia
53340	BLR87_RS06945	cobaltochelatase subunit CobS	cobS	NA	NA	Belnapia rosea	Bacteria	Proteobacteria	Belnapia
38018	F563_RS0119965	cobaltochelatase subunit CobS	NA	NA	NA	Elioraea tepidiphila DSM 17972	Bacteria	Proteobacteria	Elioraea
55164	BM041_RS05815	cobaltochelatase subunit CobS	cobS	NA	NA	Roseomonas stagni DSM 19981	Bacteria	Proteobacteria	Roseomonas
41452	T342_RS0115370	cobaltochelatase subunit CobS	NA	NA	NA	Acidiphilium angustum ATCC 35903	Bacteria	Proteobacteria	Acidiphilium
33199	ACMV_RS08765	cobaltochelatase subunit CobS	cobS	NA	NA	Acidiphilium multivorum AIU301	Bacteria	Proteobacteria	Acidiphilium
39163	H596_RS0104035	cobaltochelatase subunit CobS	NA	NA	NA	Rubritepida flocculans DSM 14296	Bacteria	Proteobacteria	Rubritepida
40183	RHOSA_RS0115390	cobaltochelatase subunit CobS	NA	NA	NA	Rhodovibrio salinarum DSM 9154	Bacteria	Proteobacteria	Rhodovibrio
39075	G578_RS0119470	cobaltochelatase subunit CobS	NA	NA	NA	Thalassobaculum salexigens DSM 19539	Bacteria	Proteobacteria	Thalassobaculum
35069	P24_RS06925	cobaltochelatase subunit CobS	NA	NA	NA	Oceanibaculum indicum P24	Bacteria	Proteobacteria	Oceanibaculum
54981	BM064_RS13195	cobaltochelatase subunit CobS	cobS	NA	NA	Albimonas pacifica	Bacteria	Proteobacteria	Albimonas
30871	DSHI_RS13765	cobaltochelatase subunit CobS	cobS	NA	NA	Dinoroseobacter shibae DFL 12 = DSM 16493	Bacteria	Proteobacteria	Dinoroseobacter
45283	ATO11_RS00040	cobaltochelatase subunit CobS	NA	NA	NA	Aestuariivita atlantica	Bacteria	Proteobacteria	Aestuariivita
55540	BM171_RS13705	cobaltochelatase subunit CobS	cobS	NA	NA	Roseivivax halotolerans	Bacteria	Proteobacteria	Roseivivax
56544	BW990_RS06710	cobaltochelatase subunit CobS	NA	NA	NA	Roseivivax lentus	Bacteria	Proteobacteria	Roseivivax
52934	BLQ71_RS22520	cobaltochelatase subunit CobS	NA	NA	NA	Mameliella alba	Bacteria	Proteobacteria	Mameliella
51398	MCRY_RS08740	cobaltochelatase subunit CobS	NA	NA	NA	Marivita cryptomonadis	Bacteria	Proteobacteria	Marivita
51421	MGEO_RS07270	cobaltochelatase subunit CobS	NA	NA	NA	Marivita geojedonensis	Bacteria	Proteobacteria	Marivita
55869	BUA42_RS15355	cobaltochelatase subunit CobS	NA	NA	NA	Marivita hallyeonensis	Bacteria	Proteobacteria	Marivita
40357	OCH239_RS05730	cobaltochelatase subunit CobS	NA	NA	NA	Roseivivax halodurans JCM 10272	Bacteria	Proteobacteria	Roseivivax
40408	RISW2_RS08970	cobaltochelatase subunit CobS	NA	NA	NA	Roseivivax isoporae LMG 25204	Bacteria	Proteobacteria	Roseivivax
56623	ROJ8625_RS11285	cobaltochelatase subunit CobS	NA	NA	NA	Roseivivax jejudonensis	Bacteria	Proteobacteria	Roseivivax
40276	ATO8_RS11530	cobaltochelatase subunit CobS	NA	NA	NA	Roseivivax atlanticus	Bacteria	Proteobacteria	Roseivivax
42663	RCA23_RS05405	cobaltochelatase subunit CobS	NA	NA	NA	Planktomarina temperata RCA23	Bacteria	Proteobacteria	Planktomarina
44983	NIG5292_RS03000	cobaltochelatase subunit CobS	NA	NA	NA	Nereida ignava	Bacteria	Proteobacteria	Nereida
41083	Z949_RS0110645	cobaltochelatase subunit CobS	NA	NA	NA	Sulfitobacter guttiformis KCTC 32187	Bacteria	Proteobacteria	Sulfitobacter
41053	Z946_RS0117160	cobaltochelatase subunit CobS	NA	NA	NA	Sulfitobacter noctilucicola	Bacteria	Proteobacteria	Sulfitobacter
32319	RLO149_RS12420	cobaltochelatase subunit CobS	cobS	NA	NA	Roseobacter litoralis Och 149	Bacteria	Proteobacteria	Roseobacter
30287	RD1_RS15340	cobaltochelatase subunit CobS	cobS	NA	NA	Roseobacter denitrificans OCh 114	Bacteria	Proteobacteria	Roseobacter
46336	XM53_RS02625	cobaltochelatase subunit CobS	NA	NA	NA	Roseovarius atlanticus	Bacteria	Proteobacteria	Roseovarius
46369	XM52_RS19280	cobaltochelatase subunit CobS	NA	NA	NA	Roseovarius indicus	Bacteria	Proteobacteria	Roseovarius
40789	ROSELON_RS15920	cobaltochelatase subunit CobS	NA	NA	NA	Roseibacterium elongatum DSM 19469	Bacteria	Proteobacteria	Roseibacterium
56687	ROA7023_RS07665	cobaltochelatase subunit CobS	NA	NA	NA	Roseisalinus antarcticus	Bacteria	Proteobacteria	Roseisalinus
55839	BUA85_RS00955	cobaltochelatase subunit CobS	NA	NA	NA	Loktanella sediminum	Bacteria	Proteobacteria	Loktanella
55237	BM316_RS08295	cobaltochelatase subunit CobS	cobS	NA	NA	Loktanella litorea	Bacteria	Proteobacteria	Loktanella
56425	B0B09_RS00945	cobaltochelatase subunit CobS	NA	NA	NA	Loktanella rosea	Bacteria	Proteobacteria	Loktanella
51770	LOKVESSMR4R_RS05010	cobaltochelatase subunit CobS	cobS	NA	NA	Loktanella vestfoldensis	Bacteria	Proteobacteria	Loktanella
52997	BLT43_RS07385	cobaltochelatase subunit CobS	cobS	NA	NA	Loktanella pyoseonensis	Bacteria	Proteobacteria	Loktanella
56655	PSJ8397_RS03435	cobaltochelatase subunit CobS	NA	NA	NA	Pseudooctadecabacter jejudonensis	Bacteria	Proteobacteria	Pseudooctadecabacter
54041	BMY44_RS07915	cobaltochelatase subunit CobS	cobS	NA	NA	Loktanella koreensis	Bacteria	Proteobacteria	Loktanella
54193	BMX16_RS02105	cobaltochelatase subunit CobS	cobS	NA	NA	Loktanella fryxellensis	Bacteria	Proteobacteria	Loktanella
55689	BUA54_RS12585	cobaltochelatase subunit CobS	NA	NA	NA	Loktanella atrilutea	Bacteria	Proteobacteria	Loktanella
46520	THS5294_RS12875	cobaltochelatase subunit CobS	NA	NA	NA	Thalassobacter stenotrophicus	Bacteria	Proteobacteria	Thalassobacter
55043	BM002_RS04720	cobaltochelatase subunit CobS	cobS	NA	NA	Jannaschia pohangensis	Bacteria	Proteobacteria	Jannaschia
46009	JDO7802_RS16850	cobaltochelatase subunit CobS	NA	NA	NA	Jannaschia donghaensis	Bacteria	Proteobacteria	Jannaschia
53837	BLV27_RS08505	cobaltochelatase subunit CobS	cobS	NA	NA	Jannaschia faecimaris	Bacteria	Proteobacteria	Jannaschia
43949	jaqu_RS02335	cobaltochelatase subunit CobS	NA	NA	NA	Jannaschia aquimarina	Bacteria	Proteobacteria	Jannaschia
52717	BLT50_RS04575	cobaltochelatase subunit CobS	cobS	NA	NA	Lutimaribacter saemankumensis	Bacteria	Proteobacteria	Lutimaribacter
45329	TR61_RS02820	cobaltochelatase subunit CobS	NA	NA	NA	Aestuariivita boseongensis	Bacteria	Proteobacteria	Aestuariivita
52008	ATO3_RS04855	cobaltochelatase subunit CobS	cobS	NA	NA	Marinibacterium profundimaris	Bacteria	Proteobacteria	Marinibacterium
